time	-I(Ls1)	-I(Ls2)
1.307310719978768e-009	1.428006e-002	-6.704062e-003
1.310310719978769e-009	1.477226e-002	-6.081732e-003
1.313310719978769e-009	1.523348e-002	-5.418493e-003
1.316310719978769e-009	1.566098e-002	-4.723032e-003
1.319310719978770e-009	1.605238e-002	-4.004063e-003
1.322310719978770e-009	1.640574e-002	-3.270209e-003
1.323739291407342e-009	1.656040e-002	-2.915901e-003
1.325167862835913e-009	1.670566e-002	-2.563106e-003
1.326596434264485e-009	1.684152e-002	-2.211822e-003
1.328025005693056e-009	1.696798e-002	-1.862051e-003
1.329453577121628e-009	1.708504e-002	-1.513792e-003
1.330882148550199e-009	1.719269e-002	-1.167045e-003
1.332310719978771e-009	1.729094e-002	-8.218102e-004
1.333310719978771e-009	1.735383e-002	-5.840338e-004
1.334310719978771e-009	1.741198e-002	-3.485763e-004
1.335310719978771e-009	1.746538e-002	-1.156722e-004
1.336310719978771e-009	1.751402e-002	1.144521e-004
1.337310719978771e-009	1.755791e-002	3.415786e-004
1.338310719978771e-009	1.759704e-002	5.654983e-004
1.340310719978772e-009	1.766105e-002	1.002924e-003
1.342310719978772e-009	1.770608e-002	1.425236e-003
1.344310719978772e-009	1.773225e-002	1.831090e-003
1.346310719978772e-009	1.773966e-002	2.219297e-003
1.347310719978772e-009	1.773638e-002	2.406452e-003
1.349310719978773e-009	1.771595e-002	2.766297e-003
1.352310719978773e-009	1.765100e-002	3.268474e-003
1.355310719978773e-009	1.754552e-002	3.723802e-003
1.357310719978773e-009	1.745309e-002	4.000683e-003
1.360310719978774e-009	1.728186e-002	4.375554e-003
1.362310719978774e-009	1.714573e-002	4.597261e-003
1.364310719978774e-009	1.699347e-002	4.798730e-003
1.366310719978774e-009	1.682508e-002	4.979960e-003
1.368310719978774e-009	1.664057e-002	5.140951e-003
1.370310719978775e-009	1.643992e-002	5.281704e-003
1.372310719978775e-009	1.622314e-002	5.402218e-003
1.374310719978775e-009	1.599024e-002	5.502493e-003
1.376310719978775e-009	1.574268e-002	5.586492e-003
1.378310719978775e-009	1.548007e-002	5.653654e-003
1.380310719978776e-009	1.520262e-002	5.704992e-003
1.381310719978776e-009	1.505840e-002	5.725060e-003
1.382310719978776e-009	1.491054e-002	5.741579e-003
1.383310719978776e-009	1.475906e-002	5.754691e-003
1.384310719978776e-009	1.460400e-002	5.764541e-003
1.385310719978776e-009	1.444538e-002	5.771277e-003
1.386310719978776e-009	1.428320e-002	5.775048e-003
1.387310719978776e-009	1.411751e-002	5.776004e-003
1.388310719978776e-009	1.394831e-002	5.774297e-003
1.389310719978777e-009	1.377563e-002	5.770081e-003
1.390310719978777e-009	1.359949e-002	5.763508e-003
1.391310719978777e-009	1.341990e-002	5.754734e-003
1.392310719978777e-009	1.323688e-002	5.743912e-003
1.393310719978777e-009	1.305046e-002	5.731197e-003
1.394310719978777e-009	1.286064e-002	5.716742e-003
1.395310719978777e-009	1.266745e-002	5.700699e-003
1.396310719978777e-009	1.247090e-002	5.683220e-003
1.397310719978777e-009	1.227101e-002	5.664454e-003
1.398310719978777e-009	1.206779e-002	5.644551e-003
1.399310719978778e-009	1.186127e-002	5.623658e-003
1.400310719978778e-009	1.165145e-002	5.601917e-003
1.401310719978778e-009	1.143835e-002	5.579472e-003
1.402310719978778e-009	1.122199e-002	5.556461e-003
1.403310719978778e-009	1.100239e-002	5.533022e-003
1.404310719978778e-009	1.077955e-002	5.509287e-003
1.405310719978778e-009	1.055350e-002	5.485386e-003
1.406310719978778e-009	1.032426e-002	5.461445e-003
1.407310719978778e-009	1.009183e-002	5.437587e-003
1.408310719978778e-009	9.856245e-003	5.413931e-003
1.409310719978779e-009	9.617514e-003	5.390591e-003
1.410310719978779e-009	9.375658e-003	5.367678e-003
1.411310719978779e-009	9.130696e-003	5.345297e-003
1.412310719978779e-009	8.882649e-003	5.323549e-003
1.413310719978779e-009	8.631539e-003	5.302531e-003
1.414310719978779e-009	8.377387e-003	5.282335e-003
1.415310719978779e-009	8.120219e-003	5.263047e-003
1.416310719978779e-009	7.860059e-003	5.244748e-003
1.417310719978779e-009	7.596933e-003	5.227515e-003
1.418310719978779e-009	7.330871e-003	5.211420e-003
1.419310719978780e-009	7.061902e-003	5.196527e-003
1.420310719978780e-009	6.790057e-003	5.182897e-003
1.421310719978780e-009	6.515372e-003	5.170585e-003
1.422310719978780e-009	6.237883e-003	5.159639e-003
1.423310719978780e-009	5.957628e-003	5.150103e-003
1.424310719978780e-009	5.674649e-003	5.142015e-003
1.425310719978780e-009	5.388993e-003	5.135409e-003
1.426310719978780e-009	5.100705e-003	5.130309e-003
1.427310719978780e-009	4.809839e-003	5.126737e-003
1.428310719978780e-009	4.516450e-003	5.124709e-003
1.429310719978781e-009	4.220597e-003	5.124234e-003
1.430310719978781e-009	3.922348e-003	5.125315e-003
1.431310719978781e-009	3.621771e-003	5.127951e-003
1.432310719978781e-009	3.318944e-003	5.132134e-003
1.433310719978781e-009	3.013951e-003	5.137852e-003
1.434310719978781e-009	2.706881e-003	5.145086e-003
1.435310719978781e-009	2.397835e-003	5.153811e-003
1.436310719978781e-009	2.086922e-003	5.163997e-003
1.437310719978781e-009	1.774262e-003	5.175609e-003
1.438310719978781e-009	1.459988e-003	5.188606e-003
1.439310719978782e-009	1.144248e-003	5.202941e-003
1.440310719978782e-009	8.272034e-004	5.218561e-003
1.441310719978782e-009	5.090367e-004	5.235408e-003
1.442310719978782e-009	1.899498e-004	5.253419e-003
1.443310719978782e-009	-1.298317e-004	5.272524e-003
1.444310719978782e-009	-4.500564e-004	5.292647e-003
1.445310719978782e-009	-7.704439e-004	5.313707e-003
1.446310719978782e-009	-1.090683e-003	5.335617e-003
1.447310719978782e-009	-1.410430e-003	5.358287e-003
1.448310719978782e-009	-1.729307e-003	5.381621e-003
1.449310719978783e-009	-2.046902e-003	5.405524e-003
1.450310719978783e-009	-2.362773e-003	5.429908e-003
1.451310719978783e-009	-2.676449e-003	5.454708e-003
1.452310719978783e-009	-2.987437e-003	5.479911e-003
1.453310719978783e-009	-3.295225e-003	5.505652e-003
1.454310719978783e-009	-3.599291e-003	5.532332e-003
1.455310719978783e-009	-3.899136e-003	5.560699e-003
1.456310719978783e-009	-4.194281e-003	5.591928e-003
1.457310719978783e-009	-4.484271e-003	5.627563e-003
1.458310719978783e-009	-4.768681e-003	5.669185e-003
1.459310719978784e-009	-5.047109e-003	5.718026e-003
1.460310719978784e-009	-5.319175e-003	5.774819e-003
1.461310719978784e-009	-5.584512e-003	5.839912e-003
1.462310719978784e-009	-5.842770e-003	5.913343e-003
1.463310719978784e-009	-6.093612e-003	5.994939e-003
1.464310719978784e-009	-6.336714e-003	6.084458e-003
1.465310719978784e-009	-6.571767e-003	6.181631e-003
1.466310719978784e-009	-6.798479e-003	6.286175e-003
1.467310719978784e-009	-7.016569e-003	6.397802e-003
1.468310719978784e-009	-7.225776e-003	6.516222e-003
1.469310719978785e-009	-7.425851e-003	6.641143e-003
1.470310719978785e-009	-7.616563e-003	6.772276e-003
1.471310719978785e-009	-7.797697e-003	6.909333e-003
1.472310719978785e-009	-7.969053e-003	7.052026e-003
1.473310719978785e-009	-8.130450e-003	7.200071e-003
1.474310719978785e-009	-8.281722e-003	7.353184e-003
1.475310719978785e-009	-8.422719e-003	7.511085e-003
1.476310719978785e-009	-8.553311e-003	7.673494e-003
1.477310719978785e-009	-8.673381e-003	7.840135e-003
1.478310719978785e-009	-8.782833e-003	8.010735e-003
1.479310719978786e-009	-8.881584e-003	8.185022e-003
1.480310719978786e-009	-8.969571e-003	8.362726e-003
1.481310719978786e-009	-9.046745e-003	8.543584e-003
1.482310719978786e-009	-9.113075e-003	8.727332e-003
1.483310719978786e-009	-9.168549e-003	8.913709e-003
1.484310719978786e-009	-9.213167e-003	9.102461e-003
1.485310719978786e-009	-9.246947e-003	9.293334e-003
1.486310719978786e-009	-9.269924e-003	9.486077e-003
1.487310719978786e-009	-9.282147e-003	9.680446e-003
1.488310719978786e-009	-9.283680e-003	9.876198e-003
1.489310719978787e-009	-9.274607e-003	1.007309e-002
1.490310719978787e-009	-9.255018e-003	1.027090e-002
1.491310719978787e-009	-9.225028e-003	1.046938e-002
1.492310719978787e-009	-9.184756e-003	1.066832e-002
1.493310719978787e-009	-9.134343e-003	1.086749e-002
1.495310719978787e-009	-9.003706e-003	1.126564e-002
1.497310719978787e-009	-8.834478e-003	1.166217e-002
1.499310719978788e-009	-8.628893e-003	1.205554e-002
1.500000000000000e-009	-8.551014e-003	1.219028e-002
