time	V(VCj1a,VCj2b)	V(VCj2a,VCj2b)
1.279310719978766e-009	3.388277e-001	-5.893756e-001
1.280310719978766e-009	3.394322e-001	-6.246891e-001
1.281310719978766e-009	3.400314e-001	-6.601615e-001
1.282310719978766e-009	3.406245e-001	-6.957511e-001
1.283310719978766e-009	3.412109e-001	-7.314165e-001
1.284310719978766e-009	3.417900e-001	-7.671164e-001
1.285310719978766e-009	3.423612e-001	-8.028098e-001
1.286310719978766e-009	3.429241e-001	-8.384560e-001
1.287310719978766e-009	3.434783e-001	-8.740147e-001
1.288310719978767e-009	3.440233e-001	-9.094460e-001
1.289310719978767e-009	3.445590e-001	-9.447106e-001
1.291310719978767e-009	3.456011e-001	-1.014585e+000
1.293310719978767e-009	3.466031e-001	-1.083334e+000
1.295310719978767e-009	3.475636e-001	-1.150667e+000
1.298310719978768e-009	3.489256e-001	-1.248400e+000
1.301310719978768e-009	3.501920e-001	-1.341436e+000
1.304310719978768e-009	3.513633e-001	-1.428968e+000
1.307310719978768e-009	3.524402e-001	-1.510278e+000
1.310310719978769e-009	3.534247e-001	-1.584738e+000
1.313310719978769e-009	3.543188e-001	-1.651819e+000
1.316310719978769e-009	3.551245e-001	-1.711089e+000
1.319310719978770e-009	3.558445e-001	-1.762217e+000
1.322310719978770e-009	3.564812e-001	-1.804973e+000
1.323739291407342e-009	3.567551e-001	-1.822335e+000
1.325167862835913e-009	3.570116e-001	-1.837770e+000
1.326596434264485e-009	3.572505e-001	-1.851278e+000
1.328025005693056e-009	3.574720e-001	-1.862859e+000
1.329453577121628e-009	3.576760e-001	-1.872512e+000
1.330882148550199e-009	3.578624e-001	-1.880239e+000
1.332310719978771e-009	3.580314e-001	-1.886039e+000
1.333310719978771e-009	3.581401e-001	-1.888996e+000
1.334310719978771e-009	3.582408e-001	-1.891041e+000
1.335310719978771e-009	3.583335e-001	-1.892182e+000
1.336310719978771e-009	3.584182e-001	-1.892430e+000
1.337310719978771e-009	3.584949e-001	-1.891796e+000
1.338310719978771e-009	3.585639e-001	-1.890291e+000
1.340310719978772e-009	3.586785e-001	-1.884719e+000
1.342310719978772e-009	3.587623e-001	-1.875824e+000
1.344310719978772e-009	3.588160e-001	-1.863726e+000
1.346310719978772e-009	3.588398e-001	-1.848555e+000
1.347310719978772e-009	3.588406e-001	-1.839860e+000
1.349310719978773e-009	3.588200e-001	-1.820341e+000
1.352310719978773e-009	3.587347e-001	-1.786024e+000
1.355310719978773e-009	3.585843e-001	-1.746132e+000
1.357310719978773e-009	3.584479e-001	-1.716710e+000
1.360310719978774e-009	3.581892e-001	-1.668748e+000
1.362310719978774e-009	3.579816e-001	-1.634066e+000
1.364310719978774e-009	3.577438e-001	-1.598129e+000
1.366310719978774e-009	3.574758e-001	-1.560934e+000
1.368310719978774e-009	3.571777e-001	-1.522484e+000
1.370310719978775e-009	3.568495e-001	-1.482776e+000
1.372310719978775e-009	3.564910e-001	-1.441813e+000
1.374310719978775e-009	3.561025e-001	-1.399593e+000
1.376310719978775e-009	3.556800e-001	-1.357026e+000
1.378310719978775e-009	3.552243e-001	-1.313861e+000
1.380310719978776e-009	3.547341e-001	-1.270223e+000
1.381310719978776e-009	3.544756e-001	-1.248264e+000
1.382310719978776e-009	3.542080e-001	-1.226231e+000
1.383310719978776e-009	3.539312e-001	-1.204138e+000
1.384310719978776e-009	3.536448e-001	-1.181997e+000
1.385310719978776e-009	3.533487e-001	-1.159820e+000
1.386310719978776e-009	3.530427e-001	-1.137621e+000
1.387310719978776e-009	3.527264e-001	-1.115409e+000
1.388310719978776e-009	3.523997e-001	-1.093195e+000
1.389310719978777e-009	3.520623e-001	-1.070991e+000
1.390310719978777e-009	3.517138e-001	-1.048804e+000
1.391310719978777e-009	3.513541e-001	-1.026645e+000
1.392310719978777e-009	3.509827e-001	-1.004521e+000
1.393310719978777e-009	3.505992e-001	-9.824404e-001
1.394310719978777e-009	3.502033e-001	-9.604100e-001
1.395310719978777e-009	3.497946e-001	-9.384366e-001
1.396310719978777e-009	3.493727e-001	-9.165260e-001
1.397310719978777e-009	3.489372e-001	-8.946838e-001
1.398310719978777e-009	3.484873e-001	-8.729146e-001
1.399310719978778e-009	3.480228e-001	-8.512229e-001
1.400310719978778e-009	3.475430e-001	-8.296121e-001
1.401310719978778e-009	3.470473e-001	-8.080855e-001
1.402310719978778e-009	3.465352e-001	-7.866457e-001
1.403310719978778e-009	3.460058e-001	-7.652948e-001
1.404310719978778e-009	3.454585e-001	-7.440342e-001
1.405310719978778e-009	3.448926e-001	-7.228649e-001
1.406310719978778e-009	3.443071e-001	-7.017876e-001
1.407310719978778e-009	3.437011e-001	-6.808023e-001
1.408310719978778e-009	3.430737e-001	-6.599086e-001
1.409310719978779e-009	3.424238e-001	-6.391055e-001
1.410310719978779e-009	3.417502e-001	-6.183918e-001
1.411310719978779e-009	3.410519e-001	-5.977657e-001
1.412310719978779e-009	3.403274e-001	-5.772251e-001
1.413310719978779e-009	3.395752e-001	-5.567676e-001
1.414310719978779e-009	3.387940e-001	-5.363901e-001
1.415310719978779e-009	3.379818e-001	-5.160895e-001
1.416310719978779e-009	3.371368e-001	-4.958622e-001
1.417310719978779e-009	3.362570e-001	-4.757044e-001
1.418310719978779e-009	3.353403e-001	-4.556119e-001
1.419310719978780e-009	3.343840e-001	-4.355802e-001
1.420310719978780e-009	3.333856e-001	-4.156047e-001
1.421310719978780e-009	3.323421e-001	-3.956804e-001
1.422310719978780e-009	3.312501e-001	-3.758023e-001
1.423310719978780e-009	3.301060e-001	-3.559652e-001
1.424310719978780e-009	3.289059e-001	-3.361634e-001
1.425310719978780e-009	3.276451e-001	-3.163915e-001
1.426310719978780e-009	3.263187e-001	-2.966436e-001
1.427310719978780e-009	3.249210e-001	-2.769141e-001
1.428310719978780e-009	3.234455e-001	-2.571969e-001
1.429310719978781e-009	3.218851e-001	-2.374863e-001
1.430310719978781e-009	3.202316e-001	-2.177761e-001
1.431310719978781e-009	3.184760e-001	-1.980604e-001
1.432310719978781e-009	3.166074e-001	-1.783333e-001
1.433310719978781e-009	3.146141e-001	-1.585888e-001
1.434310719978781e-009	3.124821e-001	-1.388210e-001
1.435310719978781e-009	3.101957e-001	-1.190241e-001
1.436310719978781e-009	3.077368e-001	-9.919235e-002
1.437310719978781e-009	3.050843e-001	-7.932028e-002
1.438310719978781e-009	3.022141e-001	-5.940235e-002
1.439310719978782e-009	2.990983e-001	-3.943330e-002
1.440310719978782e-009	2.957047e-001	-1.940811e-002
1.441310719978782e-009	2.919966e-001	6.781518e-004
1.442310719978782e-009	2.879316e-001	2.083001e-002
1.443310719978782e-009	2.834619e-001	4.105172e-002
1.444310719978782e-009	2.785335e-001	6.134714e-002
1.445310719978782e-009	2.730866e-001	8.171931e-002
1.446310719978782e-009	2.670559e-001	1.021704e-001
1.447310719978782e-009	2.603714e-001	1.227004e-001
1.448310719978782e-009	2.529607e-001	1.433057e-001
1.449310719978783e-009	2.447505e-001	1.639753e-001
1.450310719978783e-009	2.356703e-001	1.846831e-001
1.451310719978783e-009	2.256550e-001	2.053716e-001
1.452310719978783e-009	2.146432e-001	2.258923e-001
1.453310719978783e-009	2.025816e-001	2.459293e-001
1.454310719978783e-009	1.894412e-001	2.649728e-001
1.455310719978783e-009	1.752116e-001	2.822826e-001
1.456310719978783e-009	1.598859e-001	2.969582e-001
1.457310719978783e-009	1.434625e-001	3.082930e-001
1.458310719978783e-009	1.259490e-001	3.162004e-001
1.459310719978784e-009	1.073595e-001	3.212375e-001
1.460310719978784e-009	8.771152e-002	3.242071e-001
1.461310719978784e-009	6.702577e-002	3.258726e-001
1.462310719978784e-009	4.532674e-002	3.268485e-001
1.463310719978784e-009	2.264138e-002	3.275073e-001
1.464310719978784e-009	-1.001803e-003	3.280299e-001
1.465310719978784e-009	-2.557292e-002	3.285042e-001
1.466310719978784e-009	-5.104081e-002	3.289711e-001
1.467310719978784e-009	-7.737317e-002	3.294484e-001
1.468310719978784e-009	-1.045366e-001	3.299435e-001
1.469310719978785e-009	-1.324969e-001	3.304582e-001
1.470310719978785e-009	-1.612185e-001	3.309920e-001
1.471310719978785e-009	-1.906653e-001	3.315431e-001
1.472310719978785e-009	-2.208004e-001	3.321095e-001
1.473310719978785e-009	-2.515859e-001	3.326891e-001
1.474310719978785e-009	-2.829835e-001	3.332795e-001
1.475310719978785e-009	-3.149540e-001	3.338787e-001
1.476310719978785e-009	-3.474579e-001	3.344847e-001
1.477310719978785e-009	-3.804549e-001	3.350957e-001
1.478310719978785e-009	-4.139047e-001	3.357098e-001
1.479310719978786e-009	-4.477662e-001	3.363256e-001
1.480310719978786e-009	-4.819982e-001	3.369416e-001
1.481310719978786e-009	-5.165594e-001	3.375564e-001
1.482310719978786e-009	-5.514081e-001	3.381690e-001
1.483310719978786e-009	-5.865026e-001	3.387782e-001
1.484310719978786e-009	-6.218011e-001	3.393830e-001
1.485310719978786e-009	-6.572620e-001	3.399827e-001
1.486310719978786e-009	-6.928435e-001	3.405763e-001
1.487310719978786e-009	-7.285041e-001	3.411633e-001
1.488310719978786e-009	-7.642027e-001	3.417430e-001
1.489310719978787e-009	-7.998981e-001	3.423149e-001
1.490310719978787e-009	-8.355495e-001	3.428784e-001
1.491310719978787e-009	-8.711168e-001	3.434333e-001
1.492310719978787e-009	-9.065599e-001	3.439791e-001
1.493310719978787e-009	-9.418394e-001	3.445156e-001
1.495310719978787e-009	-1.011753e+000	3.455594e-001
1.497310719978787e-009	-1.080554e+000	3.465630e-001
1.499310719978788e-009	-1.147983e+000	3.475258e-001
1.500000000000000e-009	-1.170912e+000	3.478490e-001
